|Index|q10_resp|q1_resp|q2_resp|q3_resp|q4_resp|q5_resp|q6_resp|q7_resp|q8_resp|q9_resp|qimg|stim_id|stim_txt|complement
1875|271||Done!Love this combination, flavor busting in every bite! Hope you&#8217;ll try this out!|False|False|False|False|False|False|False||french-tuna-sandwich_6_0.jpg|5308_6|Done!Love this combination, flavor busting in every bite! Hope you&#8217;ll try this out!|
1876|272||Cover with mozzarella, I use grated mozzarella because I find it better to handle.|True|False|False|False|False|True|False||happy-face-pizza-for-all-the-seasons_8_0.jpg|3419_8|Cover with mozzarella, I use grated mozzarella because I find it better to handle.|
1877|273||Using the peeler, peel all the apples skins off.|True|False|False|False|False|True|False||applesauce_1_0.jpg|1189_1|Using the peeler, peel all the apples skins off. | 
1878|274||Prepare pudding mix as directed on package for pudding,|True|False|False|True|False|True|False||how-to-make-a-brownie-trifle_4_0.jpg|962_4|Prepare pudding mix as directed on package for pudding, Pour half of the pudding over brownies in the glass bowl.| Pour half of the pudding over brownies in the glass bowl.
1879|275|False|Next u pour the kernels into the popcorn maker.|True|False|False|True|False|False|True|False|how-to-make-healthy-popcorn_2_0.jpg|727_2|Step 2.) Next u pour the kernels into the popcorn maker.|Step 2.) 
1880|276||Add lots of charcoal in the space between the bricks.|False|False|False|False|False|False|False||charcoal-bar-b-q_3_0.jpg|1343_3|Add lots of charcoal in the space between the bricks.|
1881|277||Mix in Kitchen Aid:Brown sugarGranulated sugarCinnamonGingerNutmegBaking powderButterMix until combined.|True|False|False|False|True|False|False||brown-sugar-and-spice-cookies_4_0.jpg|4115_4|Mix in Kitchen Aid:Brown sugarGranulated sugarCinnamonGingerNutmegBaking powderButterMix until combined.|
1882|278||Roll your dough into a rectangle shape, cut down both sides to make arms, cut into a large V shape for the head, make several cuts for the rib cage, and two at the bottom for legs. Roll your legs up, you can add cheese like I did, just make sure to seal well to avoid leakage.|True|True|False|False|False|True|False||zombie-calzone_1_0.jpg|1035_1|Roll your dough into a rectangle shape, cut down both sides to make arms, cut into a large V shape for the head, make several cuts for the rib cage, and two at the bottom for legs. Roll your legs up, you can add cheese like I did, just make sure to seal well to avoid leakage.|
1883|279||It's a pretty big single layer cake. For 2 layer cake, use 4 pans or repeat instructable. =)|False|False|False|False|False|False|False||super-easy-heart-shaped-cake-no-special-pan-neede_4_0.jpg|4028_4|It's a pretty big single layer cake. For 2 layer cake, use 4 pans or repeat instructable. =)|
1884|280||Fry the chopped garlic over medium heat for 2 mins or until fragrant.|True|False|True|True|False|True|False||ee-fu-noodles_2_0.jpg|2293_2|Fry the chopped garlic over medium heat for 2 mins or until fragrant.|
1885|281||his step is not absolutely necessary but if you have a complicated shape that you want to cut out of the dough, wrapping it in cling film and cooling it can help the dough hold its shape better when transferring to a baking tray!|True|False|False|False|False|True|False||easy-cut-out-cookies_6_0.jpg|477_6|this step is not absolutely necessary but if you have a complicated shape that you want to cut out of the dough, wrapping it in cling film and cooling it can help the dough hold its shape better when transferring to a baking tray!|t
1886|282|False|Instructions: You place the wheat flour on the surface where the dough is going to be done, then with a spatula you make a hole in the middle of the wheat flour to add there the yeast.&#160;1. Select the part of the instructions text that is most related to the image (highlight text and click select)Select2. The image gives visual information about the step described in the text.TrueFalse3. You need to see the image in order to be able to carry out the step properly.TrueFalse4. For this step, the text indicates values, quantities, or measurements that you wouldn't know from the image.TrueFalse|True|False|False|False|False|False|True|True|focaccia-2_2_0.jpg|2224_2|You place the wheat flour on the surface where the dough is going to be done, then with a spatula you make a hole in the middle of the wheat flour to add there the yeast.&#160;|You place the wheat flour on the surface where the dough is going to be done, then with a spatula you make a hole in the middle of the wheat flour to add there the yeast.&#160;
1887|283||The third step is to grab the piece of bread and spread the peanut butter onto the bread.|True|False|False|False|False|True|False||how-to-make-a-peanut-butter-jelly-sandwich-1_3_0.jpg|3589_3| The third step is to grab the piece of bread and spread the peanut butter onto the bread.| 
1888|284||get a few small sized, 8 ounce cups.|True|False|True|False|False|False|False||easy-large-sized-whiskey-ice-cubes_1_0.jpg|22_1|get a few small sized, 8 ounce cups.|
1889|285|False|Add and muddle watermelon.|True|False|False|True|False|False|True|True|melon-berry-refresher_3_0.jpg|2187_3|Add and muddle watermelon.|
1890|286|False|Now, after you have all of the fruit cut up you are going to add all of the fruit into a bowl, then you will mix in a little bit of honey!|True|False|False|False|False|False|True|True|fruitylicious_3_0.jpg|4882_3|Now, after you have all of the fruit cut up you are going to add all of the fruit into a bowl, then you will mix in a little bit of honey!|
1891|287||There should be three flaps and one flap with an attached band.|True|True|False|False|False|True|False||container-from-recycled-milk-carton_5_0.jpg|4904_5|There should be three flaps and one flap with an attached band.|
1892|288||Here it is crucial to be&#160;vigilant. If you let it cook to long on one side it will melt into a blob. A nice hot oil and proper rotation and you will get a nice crisp surface.|False|False|False|False|False|False|False||a-campers-cheesy-marshmallow_5_0.jpg|821_5|Here it is crucial to be&#160;vigilant. If you let it cook to long on one side it will melt into a blob. A nice hot oil and proper rotation and you will get a nice crisp surface.|
1893|289|False| In a small bowl, mix together 2 Tbsp. mayo, 1 Tbsp. French dressing and 2 tsp. pickle relish. Combine until smooth.|True|False|True|False|False|False|True|True|how-to-make-grilled-chicken-and-pineapple-sandwich_3_0.jpg|1934_3|Optional sauce: In a small bowl, mix together 2 Tbsp. mayo, 1 Tbsp. French dressing and 2 tsp. pickle relish. Combine until smooth.|Optional sauce:
1894|290||Now cover the sauce with crackers.|True|False|False|False|False|True|False||batchelor-lasagna_3_0.jpg|526_3|Now cover the sauce with crackers. I like to put a lot on the bottom layer to make sure the lasagna will come out easily and absorb all the juices of the meats cooking. | I like to put a lot on the bottom layer to make sure the lasagna will come out easily and absorb all the juices of the meats cooking. 
1895|291||Slightly darkened, hardened outer shell.|True|False|False|False|False|True|False||arepa-balls-who-doesnt-love-balls_4_0.jpg|3869_4|Slightly darkened, hardened outer shell. | 
1896|292||Sprinkle the chicken all over with additional salt and add it to the slow cooker.|True|False|False|False|False|True|False||slow-cooker-chicken-thighs-with-olives-and-fennel_2_0.jpg|2832_2|Sprinkle the chicken all over with additional salt and add it to the slow cooker.|
1897|293||Next you'll need to cut the apples into pieces|True|False|False|False|False|True|False||applesauce_2_0.jpg|1189_2|Next you'll need to cut the apples into pieces if you have a apple corer it will make this step so much more easier. The smaller you make the pieces the easier its gonna be to bake them its just gonna take longer to prep. .| if you have a apple corer it will make this step so much more easier. The smaller you make the pieces the easier its gonna be to bake them its just gonna take longer to prep. .
1898|294||Repeat the last four steps until the dish is full or you run out of ingredients. Ours was two layers thick.|False|False|False|False|False|True|False||batchelor-lasagna_6_0.jpg|526_6|Repeat the last four steps until the dish is full or you run out of ingredients. Ours was two layers thick. Be sure to remove the spoon before cooking!!!!| Be sure to remove the spoon before cooking!!!!
1899|295||scalecolandermedium bowlmeasuring spoonsmeasuring cup(x2) clean quart jars with lids*|True|False|True|False|False|False|False||lacto-fermented-green-beans_2_0.jpg|1451_1|scalecolandermedium bowlmeasuring spoonsmeasuring cup(x2) clean quart jars with lids**It's not necessary to sterilize the jars. Washing and drying them is enough, as the low pH environment that the good bacteria and lactic acid create during the lacto-fermentation process is inhospitable to bad bacteria.|*It's not necessary to sterilize the jars. Washing and drying them is enough, as the low pH environment that the good bacteria and lactic acid create during the lacto-fermentation process is inhospitable to bad bacteria.
1900|296|| In a glass jar make layers of grapes and sugar!I had some 2.7 liter glass jars!Layers should be something like 2 inches of grapes, 1/2 inch of sugar! Fill the jar to the top!It's wise to leave 1 inch from the top empty!|True|False|True|False|False|True|False||grape-liqueur-how-to-make-grape-liqueur_3_0.jpg|1664_3|In a glass jar make layers of grapes and sugar!I had some 2.7 liter glass jars!Layers should be something like 2 inches of grapes, 1/2 inch of sugar! Fill the jar to the top!It's wise to leave 1 inch from the top empty!|In a glass jar make layers of grapes and sugar!I had some 2.7 liter glass jars!Layers should be something like 2 inches of grapes, 1/2 inch of sugar! Fill the jar to the top!It's wise to leave 1 inch from the top empty!
1901|297|| Place the candy canes in a sealed ziplock bag and roll with a rolling pin until crushed.|False|False|False|False|False|True|False||homemade-peppermint-bark_3_0.jpg|3959_3|Place the candy canes in a sealed ziplock bag and roll with a rolling pin until crushed.|Place the candy canes in a sealed ziplock bag and roll with a rolling pin until crushed.
1902|298||slowly add curd little by little and if needed atlast add very little water and make a soft dough|True|False|False|False|False|True|False||curd-jantikalucrispy-curd-snacks_4_0.jpg|3310_4|-slowly add curd little by little and if needed atlast add very little water and make a soft dough-Grease the sevai pressure machine with oil and take dough. Use disc with larger holes and by pressing fry in oil|--Grease the sevai pressure machine with oil and take dough. Use disc with larger holes and by pressing fry in oil
1903|299||Peel the garlic, juice the lemon.Put garlic, basil, capers and lemon juice into the blender with about half a cup of olive oil |True|False|True|False|False|True|False||basil-salsa_2_0.jpg|1644_2|Peel  the garlic, juice the lemon.Put garlic, basil, capers and lemon juice into the blender with about half a cup of olive oil and start blending.|Peel  the garlic, juice the lemon.Put garlic, basil, capers and lemon juice into the blender with about half a cup of olive oil and start blending.
1904|300||Put the pizzas in the microwave or toaster oven until the crust has become soft, and the cheese is completely melted. There is no particular time in which to cook them, it depends on your appliance.&#160;|False|False|False|False|False|False|False||matzoh-pizza_5_0.jpg|4175_5|Put the pizzas in the microwave or toaster oven until the crust has become soft, and the cheese is completely melted. There is no particular time in which to cook them, it depends on your appliance.&#160;|
1905|301||You'll have pickled, preserved flowers that have a really intense flavor to them. |True|False|False|False|False|True|False||preserved-cherry-blossoms_5_0.jpg|4128_5|You'll have pickled, preserved flowers that have a really intense flavor to them. It's tart, floral, fruity and salty all at once. Some people don't like, others have a cult-like response to it. My favorite way of using the whole flowers so far is dropping one into rice vinegar and using it as a mignonette sauce for oysters. I ground up some petals and added it 1:1 with flake salt. |It's tart, floral, fruity and salty all at once. Some people don't like, others have a cult-like response to it. My favorite way of using the whole flowers so far is dropping one into rice vinegar and using it as a mignonette sauce for oysters. I ground up some petals and added it 1:1 with flake salt. 
1906|302||After done baking, let the cake cool for about 15-20 minutes. |True|False|False|False|False|True|False||how-to-make-a-cupcake-cake_8_0.jpg|5092_7|After done baking, let the cake cool for about 15-20 minutes. When done cooling, take a bread cutter and cut the bottom half so it's level. Then cut the top half so it's also level. You don't want your cake looking lopsided.|When done cooling, take a bread cutter and cut the bottom half so it's level. Then cut the top half so it's also level. You don't want your cake looking lopsided.
1907|303|| Take out of oven and leave to cool and enjoy.|False|False|False|False|False|False|False||how-to-make-chunky-chocolate-cookies_9_0.jpg|2971_9|Take out of oven and leave to cool and enjoy.|Take out of oven and leave to cool and enjoy.
1908|304||leave it stir for almost 15 minutes.|False|False|False|False|False|False|False||how-to-make-magic-spicy-tea_3_0.jpg|138_3|leave it stir for almost 15 minutes.|
1909|305||Chop the beans into 1 pieces ( cut them into tiny pieces for 8 - 10 months baby )Heat a frying pan and pour a tsp of oil.Add the beans and cook until soft.|True|False|False|False|False|True|False||5-vegetable-finger-snacks-for-2-teeth-baby-toddler_4_0.jpg|802_4|Chop the beans into 1 pieces ( cut them into tiny pieces for 8 - 10 months baby )Heat a frying pan and pour a tsp of oil.Add the beans and cook until soft.(takes 5 - 8 minutes on medium-heat)Once they turn soft, take them into a serving bowl.Let it cool before serving|(takes 5 - 8 minutes on medium-heat)Once they turn soft, take them into a serving bowl.Let it cool before serving
1910|306||Cut and enjoy! Don't eat all at once. |False|False|False|False|False|False|False||apple-pie-poke-cake_11_0.jpg|1698_11|Cut and enjoy! Don't eat all at once. (I tried)|(I tried)
1911|307||If you are going to decorate your cheesecake with whipped cream like I did you should let the pie rest for a while after baking to prevent the icing from melting.|True|False|False|False|False|True|False||simple-and-easy-cheesecake_5_0.jpg|1418_5|If you are going to decorate your cheesecake with whipped cream like I did you should let the pie rest for a while after baking to prevent the icing from melting.|
1912|308||Fill your cup to the top with your favorite flavor.|True|False|False|False|False|True|False||fruizzle-the-blender-free-smoothie_2_0.jpg|2899_2|No matter how you pronounce it, Sherbet is always amazing!&#160; Fill your cup to the top with your favorite flavor.|No matter how you pronounce it, Sherbet is always amazing!&#160; 
1913|309||Enjoy Responsibly|False|False|False|False|False|False|False||black-squirt-xxx_6_0.jpg|5348_6|Enjoy Responsibly|
1914|310||In your blender put the 2 eggs, 12 oz. of cream cheese, 12 oz of sweetened condensed milk.|True|False|True|False|False|True|False||simple-and-easy-cheesecake_2_0.jpg|1418_2|In your blender put the 2 eggs, 12 oz. of cream cheese, 12 oz of sweetened condensed milk.Blend until all ingredients are mixed together.|Blend until all ingredients are mixed together.
1915|311||Pour Macaroni and Cheese into the casserole dish|True|False|False|False|False|True|False||rich-and-creamy-baked-macaroni-and-cheese_12_0.jpg|3915_12|Pour Macaroni and Cheese into the casserole dish|
1916|312||Combine the rolled oats, buckwheat groats, shredded coconut, hazelnuts, chia seeds and coconut sugar.|True|False|False|False|False|True|False||chunky-chocolate-buckwheat-granola-1_1_0.jpg|5206_1|Combine the rolled oats, buckwheat groats, shredded coconut, hazelnuts, chia seeds and coconut sugar.|
1917|313|| I have all the ingredients in detail in the tutorial but here's what you'll need:- Watermelon- Kiwi- Coconut Milk- Sugar- Chocolate chips|True|False|False|False|False|False|False||diy-summer-watermelon-popsicles_1_0.jpg|3528_1|I have all the ingredients in detail in the tutorial but here's what you'll need:- Watermelon- Kiwi- Coconut Milk- Sugar- Chocolate chips|I have all the ingredients in detail in the tutorial but here's what you'll need:- Watermelon- Kiwi- Coconut Milk- Sugar- Chocolate chips
1918|314||add the sugar and beat until well combined!|True|False|False|False|True|False|False||easy-cut-out-cookies_3_0.jpg|477_3|add the sugar and beat until well combined!|
1919|315||Enjoy your perfect summer cocktail!|False|False|False|False|False|False|False||melon-berry-refresher_7_0.jpg|1917_7|Enjoy your perfect summer cocktail!|
1920|316||1. Line pan with foil.2. Give a lite coat of non-stick cooking spray.|True|False|False|False|False|True|False||fishoven-cooked_3_0.jpg|4033_3|1. Line pan with foil.2. Give a lite coat of non-stick cooking spray.|
1921|317||Coat a 9-by-5-inch loaf pan with butter and dust it with flour, tapping out the excess.|True|False|True|False|False|True|False||sour-cream-banana-bread_1_0.jpg|1745_1|Coat a 9-by-5-inch loaf pan with butter and dust it with flour, tapping out the excess.|
1922|318||It's time to microwave.If it's a 700 wattIt needs to cook 4 minutes.If it's a 1000 wattIt needs to cook 3 minutes.|True|False|True|False|False|False|False||cup-cake-1_7_0.jpg|2529_5|It's time to microwave.If it's a 700 wattIt needs to cook 4 minutes.If it's a 1000 wattIt needs to cook 3 minutes.|
1923|319||cut the shapes and move to a baking tray!|True|False|False|False|False|True|False||easy-cut-out-cookies_7_0.jpg|477_7|cut the shapes and move to a baking tray!|
1924|320|False|Using a table knife, spread your jam on the bottom cake oversoaked cream.|True|False|False|False|False|False|True|False|ala-victorian-cake_7_0.jpg|3786_5|Using a table knife, spread your jam on the bottom cake oversoaked cream.|
1925|321||slowly add curd little by little and if needed atlast add very little water and make a soft dough|True|False|False|False|False|True|False||curd-jantikalucrispy-curd-snacks_4_0.jpg|1330_4|-slowly add curd little by little and if needed atlast add very little water and make a soft dough-Grease the sevai pressure machine with oil and take dough. Use disc with larger holes and by pressing fry in oil|--Grease the sevai pressure machine with oil and take dough. Use disc with larger holes and by pressing fry in oil
1926|322||your favorite baked round cake, your favorite jam (a half of 18 Oz jar), whipped cream (a half of 13 Oz bottle), sugar powder (1 teaspoon).|False|False|True|False|False|False|False||ala-victorian-cake_2_0.jpg|3786_2|your favorite baked round cake, your favorite jam (a half of 18 Oz jar), whipped cream (a half of 13 Oz bottle), sugar powder (1 teaspoon).|
1927|323||Squeeze each of the balls with hands to get small pies with diameter of about 5 cm.|True|False|True|False|False|True|False||sweet-pumpkin-snack_10_0.jpg|1014_10|10) Squeeze each of the balls with hands to get small pies with diameter of about 5 cm.|10) 
1928|324||For the best taste, leave in the fridge 3~4 days which will give you the amazing coffee DIY coffee maker is done :) |False|False|False|False|False|False|False||cold-brew-coffee-maker-diy_6_0.jpg|2205_6|For the best taste, leave in the fridge 3~4 days which will give you the amazing coffee DIY coffee maker is done :)  Enjoy your coffee :)| Enjoy your coffee :)
1929|325||Before we start mixing the ingredients, pre-heat the oven at 350 degrees.|True|False|False|False|False|True|False||how-to-make-a-cupcake-cake_2_0.jpg|5092_2|Before we start mixing the ingredients, pre-heat the oven at 350 degrees.|
1930|326||Now you can make 4th of July decorations or any holiday really.|True|False|False|False|False|True|False||non-alcoholic-martini_5_0.jpg|900_5|Now you can make 4th of July decorations or any holiday really. Thank you sooo much for viewing I encourage you to comment! Thanks again!| Thank you sooo much for viewing I encourage you to comment! Thanks again!
1931|327||In a small saucepan, combine brown sugar with 2 tablespoons water. Bring to a boil over medium heat and cook until the mixture reaches 240 degrees F (115 degrees C) on a candy thermometer, stirring occasionally|True|False|True|True|False|True|False||harry-potter-butterbeer_2_0.jpg|2582_2|In a small saucepan, combine brown sugar with 2 tablespoons water. Bring to a boil over medium heat and cook until the mixture reaches 240 degrees F (115 degrees C) on a candy thermometer, stirring occasionally. If you don't have a candy thermometer, bring to a gentle boil and turn off the heat after about a minute of cooking.|. If you don't have a candy thermometer, bring to a gentle boil and turn off the heat after about a minute of cooking.
1932|328|False|Next, stab a toothpick through the body into the carrot and set the head on top|True|True|False|False|False|False|True|False|olive-penguin_12_0.jpg|3661_11|Next, stab a toothpick through the body into the carrot and set the head on top|
1933|329||In a large bowl, one that can be used in the mixer, mix one stick of butter and &#189; a cup of peanut butter. Gradually mix in the two cups of powdered sugar and &#189; teaspoon of vanilla. Finally add 5 tablespoons of milk, one at a time, until smooth.|True|False|True|False|False|True|False||peanut-butter-cupcakes_6_0.jpg|1085_6|While the cupcakes are in the oven, you can prepare the frosting. In a large bowl, one that can be used in the mixer, mix one stick of butter and &#189; a cup of peanut butter. Gradually mix in the two cups of powdered sugar and &#189; teaspoon of vanilla. Finally add 5 tablespoons of milk, one at a time, until smooth.|While the cupcakes are in the oven, you can prepare the frosting. 
1934|330|False|Add 4 Tbsp of salt to water|True|False|True|False|False|False|True|False|rich-and-creamy-baked-macaroni-and-cheese_3_0.jpg|3915_3|- Add 4 Tbsp of salt to water - Stir until dissolved|-  - Stir until dissolved
1935|331||Ingredients of the 5th stage:Parmesan (Parmidzhano Redzhano) of 50 gButter of 20 g|True|False|True|False|False|False|False||potato-baked-pudding-with-mushrooms_5_0.jpg|4429_5|Ingredients of the 5th stage:Parmesan (Parmidzhano Redzhano) of 50 gButter of 20 g|
1936|332||Stir and let mixture simmer for 3-4 minutes.|True|False|True|False|False|True|False||tamale-pie_4_0.jpg|5707_4|Stir and let mixture simmer for 3-4 minutes.|
1937|333||Add 1 cup finely diced white, yellow or red/purple onion.|True|False|True|False|False|True|False||corn-and-black-bean-salsa_5_0.jpg|1868_5|Add 1 cup finely diced white, yellow or red/purple onion.|
1938|334||First you will have to cut the pipe into appropriate lengths. I would suggest 1ft lengths.|True|False|True|False|False|True|False||watermelon-slicer_2_0.jpg|5403_2|First you will have to cut the pipe into appropriate lengths.  I would suggest 1ft lengths.On my prototype I used two 1ft lengths and two 1 1/2ft lengths.I found that this was not necessary, because only 1ft of the 1 1/2ft length was used.  Don't forget to sand down the ends of the pipe so that it will fit into the connector properly.  |First you will have to cut the pipe into appropriate lengths.  I would suggest 1ft lengths.On my prototype I used two 1ft lengths and two 1 1/2ft lengths.I found that this was not necessary, because only 1ft of the 1 1/2ft length was used.  Don't forget to sand down the ends of the pipe so that it will fit into the connector properly.  
1939|335||Draw a large ring of whipped cream on the jam about 1 inch from the side.|True|True|True|False|False|True|False||ala-victorian-cake_8_0.jpg|3786_6|Draw a large ring of whipped cream on the jam about 1 inch from the side.|
1940|336|False|Pour 1.5oz. of strawberry-basil infused gin. |True|False|True|False|False|False|True|False|melon-berry-refresher_5_0.jpg|1917_5|Pour 1.5oz. of strawberry-basil infused gin. Instructable for strawberry-basil gin here.|Instructable for strawberry-basil gin here.
1941|337||All you will need for cooking/making this dip is a skillet and crock pot.|True|False|False|False|True|False|False||easy-like-sunday-morningfootball-tailgate-dip_2_0.jpg|1777_2|All you will need for cooking/making this dip is a skillet and crock pot.|
1942|338||Pour your mixture into bowl.&#160; Add your spork.|False|False|False|False|False|False|False||how-to-peroperly-prepare-a-bowl-of-cereal_6_0.jpg|4596_6|Pour your mixture into bowl.&#160; Add your spork.|
1943|339|False| a highball glass, muddle the basil.|False|False|False|True|False|False|True|False|melon-berry-refresher_2_0.jpg|1917_2|In a highball glass, muddle the basil.|In
1944|340||Add pizza sauce, i used about 2 tbsp per rice cake|True|False|True|False|False|True|False||healthy-rice-cake-pizza_4_0.jpg|5545_4|Add pizza sauce, i used about 2 tbsp per rice cake|
1945|341||Eh cook the egg and either slow cook all the way through|False|False|False|False|False|True|False||fried-eggs-with-no-pan_5_0.jpg|807_5|Eh cook the egg and either slow cook all the way through or, if your oven's as gung ho as mine, slide the tinfoil to the side, put another bit on the hob and flip... The result is surprisingly tasty eggs, probably because they tasted like egg and not the other stuff your pan may cook...| or, if your oven's as gung ho as mine, slide the tinfoil to the side, put another bit on the hob and flip... The result is surprisingly tasty eggs, probably because they tasted like egg and not the other stuff your pan may cook...
1946|342||Chop onions and green chillies.|True|False|False|True|False|True|False||pav-bhaji_2_0.jpg|3436_2|Chop onions and green chillies. while cutting onions try to prevent tears from your eyes.:)| while cutting onions try to prevent tears from your eyes.:)
1947|343||Cream the butter, sugar and vanilla.|True|False|False|True|True|False|False||frozen-cookie-dough-balls_2_0.jpg|806_2|Cream the butter, sugar and vanilla.|
1948|344||press the ball down well to make sure there are no air pockets so the igloo will be smooth, then wrap it in the plastic wrap|True|False|False|False|False|True|False||olive-penguin_3_0.jpg|3661_2|press the ball down well to make sure there are no air pockets so the igloo will be smooth, then wrap it in the plastic wrap|
1949|345||When bacon is done lay out on a plate covered with a paper towel.|True|False|False|False|False|True|False||chocolate-bacon-matzo-brittle_2_0.jpg|1297_2|When bacon is done lay out on a plate covered with a paper towel.|
1950|346|False|Carefully flip the foil packet - grill for 5 more minutes.&#160; You may need to use a pair of tongs or an additional spatula when you attempt to flip these (it can be a bit tricky).|True|False|True|False|False|False|True|False|super-easy-cheesy-bbq-potatoes_6_0.jpg|2947_6|Carefully flip the foil packet - grill for 5 more minutes.&#160; You may need to use a pair of tongs or an additional spatula when you attempt to flip these (it can be a bit tricky).|
1951|347||1. Take a medium saucepan. Combine water,sugar,salt and oil. Bring it a boil over medium heat. Then remove from the flame and set aside. 2. Take flour in a mixing bowl, add water mixture in it and stir until it forms a ball.|True|False|False|False|False|True|False||churros-mexican-fritters_2_0.jpg|2957_2|1. Take a medium saucepan. Combine water,sugar,salt and oil. Bring it a boil over medium heat. Then remove from the flame and set aside. 2. Take flour in a mixing bowl, add water mixture in it and stir until it forms a ball.|
1952|348|False|smooth ot the cream cheese|True|False|False|False|False|False|True|False|olive-penguin_7_0.jpg|3661_6|smooth ot the cream cheese|
1953|349||boil some water with salt. Add the noodles and cook until a la dente. Drain and set aside.|True|False|False|True|False|True|False||slow-cooker-chicken-thighs-with-olives-and-fennel_5_0.jpg|2832_5|About 15 minutes before the chicken is done, boil some water with salt. Add the noodles and cook until a la dente. Drain and set aside.|About 15 minutes before the chicken is done, 
1954|350||Add the cheese generously.Make sure it is spread evenly though.|True|False|False|False|False|True|False||batchelor-lasagna_5_0.jpg|4829_5|Add the cheese generously.Make sure it is spread evenly though.|
1955|351||One third of a cup is almost too much for me. I don't like it overly sweet. Some people may like even more though|True|False|False|False|False|False|False||fancy-cucumber-basil-lemonade_6_0.jpg|3082_6|One third of a cup is almost too much for me. I don't like it overly sweet. Some people may like even more though.|.
1956|352||Cut the honeydew in half and then remove and discard the seeds using a metal spoon.|True|False|False|False|False|True|False||honey-dew-hefeweizen-smoothie_1_0.jpg|2678_1|Cut the honeydew in half and then remove and discard the seeds using a metal spoon.|
1957|353|False| To add extra sweet scrumptious flavor, consider adding a bit of honey. Distribute it evenly onto the slice of bread that has only jelly on it.|True|False|False|False|False|False|True|False|ultimate-pbj_6_0.jpg|4556_6|To add extra sweet scrumptious flavor, consider adding a bit of honey. Distribute it evenly onto the slice of bread that has only jelly on it. |To add extra sweet scrumptious flavor, consider adding a bit of honey. Distribute it evenly onto the slice of bread that has only jelly on it. 
1958|354||You now know how to do that. You're very welcome.|False|False|False|False|False|False|False||how-to-eat-a-sandwich_3_0.jpg|4140_3|You now know how to do that. You're very welcome.|
1959|355||Repeat the last four steps until the dish is full or you run out of ingredients. Ours was two layers thick.|True|False|False|False|False|True|False||batchelor-lasagna_6_0.jpg|4829_6|Repeat the last four steps until the dish is full or you run out of ingredients. Ours was two layers thick. Be sure to remove the spoon before cooking!!!!| Be sure to remove the spoon before cooking!!!!
1960|356||Take one cup of rice flour in bowl and add All purpose flour (little less than half cup APF) to it.-Add sesame seeds,carom seeds and red chilli powder.|True|False|True|False|False|True|False||curd-jantikalucrispy-curd-snacks_1_0.jpg|1330_1|-Take one cup of rice flour in bowl and add All purpose flour (little less than half cup APF) to it.-Add sesame seeds,carom seeds and red chilli powder.|-
1961|357||ake some chocolate out of the jar with the knife.|True|False|False|False|False|True|False||how-to-make-a-sandwich-with-chocolate_7_0.jpg|380_7|Take some chocolate out of the jar with the knife.|T
1962|358||Cover the jar with jar top or small plate so that nothing can't get in!|True|False|False|False|False|True|False||grape-liqueur-how-to-make-grape-liqueur_5_0.jpg|1664_5|Cover the jar with jar top or small plate so that nothing can't get in!You need to place the jars in a direct sunlight! We place it on balcony facing south! From time to time stir the jar so that sugar vanishes... Every few days is ok!|You need to place the jars in a direct sunlight! We place it on balcony facing south! From time to time stir the jar so that sugar vanishes... Every few days is ok!
1963|359||In a pyrex dish layer ingredients in this order: half of the meat mixture, half of the crushed chips, thin slices of american processed cheese (velveeta) and repeat this process. * note* I usually use somewhere between 1/2 to 3/4 of the box of &#160;velveeta.|True|False|True|False|False|True|False||tamale-pie_5_0.jpg|5707_5|In a pyrex dish layer ingredients in this order: half of the meat mixture, half of the crushed chips, thin slices of american processed cheese (velveeta) and repeat this process. * note* I usually use somewhere between 1/2 to 3/4 of the box of &#160;velveeta.|
1964|360||Take the mixture from the microwave and place in the middle of about 2 feet of foil.&#160;|True|False|True|False|False|True|False||super-easy-cheesy-bbq-potatoes_3_0.jpg|2947_3|Take the mixture from the microwave and place in the middle of about 2 feet of foil.&#160; Make sure you spray the foil with Pam - this will prevent the spuds from sticking once they hit the grill.| Make sure you spray the foil with Pam - this will prevent the spuds from sticking once they hit the grill.
1965|361|| Make sure it hits the ceiling.|True|False|False|False|False|True|False||how-to-peel-a-hard-cooked-egg_5_0.jpg|3172_5|Make sure it hits the ceiling.|Make sure it hits the ceiling.
1966|362||A cheap hollow pencil and a pixy stix. You can get all of this at the dollar tree|True|False|False|False|False|False|False||candy-pencil_1_0.jpg|359_1|A cheap hollow pencil and a pixy stix. You can get all of this at the dollar tree|
1967|363||put the key rings on both ends of the chain. You can use a small carribener, or anything (a key ring works for me)|False|False|False|False|False|False|False||soda-tab-chain_5_0.jpg|5457_5|put the key rings on both ends of the chain. You can use a small carribener, or anything (a key ring works for me)|
1968|364||Next pour hot coffee into your Irish coffee mug, leave 1/4 - 1/2 in at the top of the glass for whipped cream.|True|False|True|False|False|True|False||how-to-make-a-spanish-coffee-21_5_0.jpg|709_5|Next pour hot coffee into your Irish coffee mug, leave 1/4 - 1/2 in at the top of the glass for whipped cream.|
1969|365||Place in the oven and bake for about 15 mins.|True|False|False|False|True|False|False||how-to-make-chunky-chocolate-cookies_8_0.jpg|2971_8|Place in the oven and bake for about 15 mins.|
1970|366||Cook until the oil separates, about 10-15 minutes|True|False|True|False|False|True|False||chicken-tikka-masala_8_0.jpg|522_7|Cook until the oil separates, about 10-15 minutes|
